event_id,customer_id,timestamp,event,feature
E000092,C0003,2026-02-09 04:04:40,integration_failed,integrations
E000093,C0003,2026-02-28 08:13:50,dashboard_viewed,analytics
E000094,C0003,2026-02-11 07:27:34,report_created,dashboard
E000095,C0003,2026-03-26 12:51:08,team_member_invited,reports
E000096,C0003,2026-03-21 05:09:47,dashboard_viewed,reports
E000097,C0003,2026-03-25 04:20:28,integration_connected,integrations
E000098,C0003,2026-03-02 06:14:53,login,dashboard
E000099,C0003,2026-04-20 03:14:27,feature_used,dashboard
E000100,C0003,2026-04-16 16:56:58,login,dashboard
E000101,C0003,2026-04-23 08:12:37,dashboard_viewed,team_management
E000102,C0004,2026-04-18 01:46:43,report_created,dashboard
E000103,C0004,2026-04-20 23:48:36,dashboard_viewed,analytics
E000104,C0004,2026-04-26 23:54:07,feature_used,analytics
E000105,C0004,2026-04-11 06:40:08,login,dashboard
E000106,C0004,2026-04-18 17:39:55,feature_used,dashboard
E000107,C0004,2026-04-08 10:23:58,feature_used,analytics
E000108,C0004,2026-04-23 12:21:09,login,integrations
E000109,C0004,2026-04-13 15:23:51,login,team_management
E000110,C0004,2026-04-09 07:54:42,login,reports
E000111,C0004,2026-04-12 21:50:22,feature_used,team_management
E000112,C0004,2026-04-18 19:58:27,report_created,reports
E000113,C0004,2026-04-10 20:30:41,login,team_management
E000114,C0004,2026-04-20 01:17:39,dashboard_viewed,analytics
E000115,C0004,2026-04-11 08:57:36,feature_used,dashboard
E000116,C0004,2026-04-22 20:07:05,feature_used,team_management
E000117,C0004,2026-04-26 14:58:40,dashboard_viewed,team_management
E000118,C0004,2026-04-18 00:48:04,report_created,team_management
E000119,C0004,2026-04-09 09:06:59,team_member_invited,integrations
E000120,C0004,2026-04-14 01:07:13,feature_used,team_management
E000121,C0004,2026-04-09 12:17:29,login,integrations
E000122,C0004,2026-04-27 12:02:44,integration_connected,reports
E000123,C0004,2026-04-29 01:05:32,feature_used,analytics
E000124,C0004,2026-04-09 01:49:56,login,team_management
E000125,C0004,2026-04-08 20:15:18,dashboard_viewed,team_management
E000126,C0004,2026-04-19 13:59:00,login,reports
E000127,C0004,2026-04-19 14:00:05,dashboard_viewed,analytics
E000128,C0004,2026-04-25 18:20:37,login,dashboard
E000129,C0004,2026-04-08 17:10:00,dashboard_viewed,analytics
E000130,C0004,2026-04-10 05:24:02,feature_used,team_management
E000131,C0004,2026-04-09 14:04:56,feature_used,analytics
E000132,C0004,2026-04-17 07:12:34,feature_used,analytics
E000133,C0004,2026-04-08 23:16:06,team_member_invited,dashboard
E000134,C0004,2026-04-10 12:44:40,integration_failed,team_management
E000135,C0004,2026-04-13 17:11:36,team_member_invited,team_management
E000136,C0004,2026-04-07 04:43:48,login,integrations
E000137,C0004,2026-04-20 05:46:26,report_created,team_management
E000138,C0004,2026-04-26 20:13:38,report_created,integrations
E000139,C0004,2026-04-21 13:41:00,dashboard_viewed,reports
E000140,C0004,2026-04-15 05:54:44,login,analytics
E000141,C0004,2026-04-17 14:07:37,dashboard_viewed,dashboard
E000142,C0004,2026-04-26 01:24:44,feature_used,dashboard
E000143,C0004,2026-04-24 04:07:52,login,reports
E000144,C0004,2026-04-28 03:53:05,feature_used,team_management
E000145,C0004,2026-04-28 15:04:22,feature_used,analytics
E000146,C0004,2026-04-22 12:16:46,integration_connected,team_management
E000147,C0004,2026-04-19 16:37:14,login,reports
E000148,C0004,2026-04-05 16:09:59,login,dashboard
E000149,C0004,2026-04-14 03:17:36,dashboard_viewed,reports
E000150,C0004,2026-04-28 08:32:31,report_created,reports
E000151,C0004,2026-04-26 03:43:49,dashboard_viewed,analytics
E000152,C0004,2026-04-14 06:25:53,login,team_management
E000153,C0004,2026-04-12 04:37:31,feature_used,dashboard
E000154,C0004,2026-04-10 15:41:03,login,reports
E000155,C0004,2026-04-26 14:46:20,dashboard_viewed,team_management
E000156,C0004,2026-04-05 22:52:04,dashboard_viewed,analytics
E000157,C0004,2026-04-16 18:41:02,login,analytics
E000158,C0004,2026-04-24 00:24:08,login,dashboard
E000159,C0004,2026-04-09 23:36:42,report_created,team_management
E000160,C0004,2026-04-25 04:18:33,dashboard_viewed,analytics
E000161,C0004,2026-04-19 02:46:36,login,team_management
E000162,C0004,2026-04-28 14:20:55,feature_used,analytics
E000163,C0004,2026-04-28 16:26:47,login,dashboard
E000164,C0004,2026-04-05 22:09:34,feature_used,integrations
E000165,C0004,2026-04-08 01:59:42,login,team_management
E000166,C0004,2026-04-27 23:28:43,login,analytics
E000167,C0004,2026-04-21 20:00:34,feature_used,team_management
E000168,C0004,2026-04-06 00:14:30,login,reports
E000169,C0004,2026-04-27 18:42:17,feature_used,reports
E000170,C0004,2026-04-29 15:26:19,login,integrations
E000171,C0004,2026-04-27 17:48:14,login,integrations
E000172,C0004,2026-04-23 22:48:55,dashboard_viewed,integrations
E000173,C0004,2026-04-27 22:17:53,team_member_invited,reports
E000174,C0004,2026-04-15 01:24:55,login,dashboard
E000175,C0004,2026-04-28 10:36:26,login,reports
E000176,C0004,2026-04-12 14:07:08,report_created,dashboard
E000177,C0004,2026-04-25 04:39:24,dashboard_viewed,team_management
E000178,C0004,2026-04-19 17:46:48,login,analytics
E000179,C0004,2026-04-07 06:48:59,dashboard_viewed,integrations
E000180,C0004,2026-04-17 15:51:48,feature_used,reports
E000181,C0004,2026-04-13 11:33:26,dashboard_viewed,analytics
E000182,C0004,2026-04-06 13:14:51,dashboard_viewed,integrations
E000183,C0004,2026-04-25 21:42:33,login,reports
E000184,C0004,2026-04-10 20:36:42,report_created,team_management
E000185,C0004,2026-04-17 12:23:04,dashboard_viewed,integrations
E000186,C0004,2026-04-07 06:22:54,team_member_invited,analytics
E000187,C0004,2026-04-17 23:38:59,dashboard_viewed,analytics
E000188,C0004,2026-04-10 01:20:03,integration_connected,team_management
E000189,C0004,2026-04-27 04:36:05,dashboard_viewed,dashboard
E000190,C0004,2026-04-10 03:22:22,team_member_invited,analytics
E000191,C0004,2026-04-09 22:41:05,dashboard_viewed,dashboard
E000192,C0004,2026-04-29 15:03:14,login,dashboard
E000193,C0004,2026-04-14 23:17:32,dashboard_viewed,reports
E000194,C0004,2026-04-19 04:20:52,integration_connected,analytics
E000195,C0004,2026-04-29 04:40:03,integration_failed,dashboard
E000196,C0004,2026-04-12 11:46:03,report_created,integrations
E000197,C0004,2026-04-11 16:30:59,login,reports
E000198,C0004,2026-04-26 07:35:54,dashboard_viewed,dashboard
E000199,C0004,2026-04-16 21:48:50,dashboard_viewed,team_management
E000200,C0004,2026-04-21 13:40:00,login,reports
E000201,C0004,2026-04-09 03:18:16,login,team_management
E000202,C0004,2026-04-22 12:10:48,report_created,reports
E000203,C0004,2026-04-12 08:38:23,team_member_invited,analytics
E000204,C0004,2026-04-25 11:20:31,team_member_invited,reports
E000205,C0004,2026-04-25 19:36:53,feature_used,team_management
E000206,C0004,2026-04-27 06:29:09,dashboard_viewed,analytics
E000207,C0004,2026-04-22 13:29:51,dashboard_viewed,team_management
E000208,C0004,2026-04-12 01:37:04,team_member_invited,analytics
E000209,C0004,2026-04-08 09:04:04,login,integrations
E000210,C0005,2026-02-08 23:43:33,feature_used,team_management
E000211,C0005,2026-02-23 10:15:41,login,reports
E000212,C0005,2026-02-26 21:45:03,report_created,analytics
E000213,C0005,2026-02-28 14:36:58,login,team_management
E000214,C0005,2026-02-26 12:00:21,integration_connected,analytics
E000215,C0005,2026-02-26 04:52:39,feature_used,integrations
E000216,C0005,2026-02-27 01:39:55,feature_used,integrations
E000217,C0005,2026-02-26 20:24:34,feature_used,reports
E000218,C0005,2026-02-21 23:57:05,feature_used,reports
E000219,C0005,2026-02-26 13:03:09,feature_used,analytics
E000220,C0005,2026-02-20 19:50:20,feature_used,integrations
E000221,C0005,2026-02-26 13:06:29,dashboard_viewed,team_management
E000222,C0005,2026-02-23 19:42:12,login,integrations
E000223,C0005,2026-02-07 01:05:49,login,integrations
E000224,C0005,2026-02-14 11:11:15,integration_connected,reports
E000225,C0005,2026-02-17 15:11:44,dashboard_viewed,integrations
E000226,C0005,2026-02-10 04:30:33,login,analytics
E000227,C0005,2026-02-12 13:54:00,feature_used,reports
E000228,C0005,2026-02-05 13:38:38,login,analytics
E000229,C0005,2026-02-19 09:09:30,login,integrations
E000230,C0005,2026-02-22 15:13:20,feature_used,analytics
E000231,C0005,2026-02-07 16:20:13,integration_failed,integrations
E000232,C0005,2026-02-11 07:19:08,report_created,integrations
E000233,C0005,2026-02-08 00:07:34,login,dashboard
E000234,C0005,2026-02-15 21:24:29,login,dashboard
E000235,C0005,2026-02-15 23:58:38,feature_used,reports
E000236,C0005,2026-02-24 13:10:20,integration_failed,analytics
E000237,C0005,2026-02-18 17:29:03,integration_connected,analytics
E000238,C0005,2026-02-25 11:57:15,report_created,integrations
E000239,C0005,2026-02-12 06:17:51,login,analytics
E000240,C0005,2026-02-21 07:43:15,login,team_management
E000241,C0005,2026-02-17 14:43:39,integration_failed,dashboard
E000242,C0005,2026-02-12 22:59:04,feature_used,reports
E000243,C0005,2026-02-24 23:20:26,team_member_invited,team_management
E000244,C0005,2026-02-07 09:04:55,login,team_management
E000245,C0005,2026-02-25 02:35:59,feature_used,dashboard
E000246,C0005,2026-02-06 12:13:49,feature_used,reports
E000247,C0005,2026-02-16 13:26:15,login,dashboard
E000248,C0005,2026-02-13 23:07:46,integration_connected,team_management
E000249,C0005,2026-02-19 06:40:27,report_created,team_management
E000250,C0005,2026-02-26 03:59:07,login,team_management
E000251,C0005,2026-02-20 10:45:55,feature_used,team_management
E000252,C0005,2026-02-21 17:22:55,dashboard_viewed,team_management
E000253,C0005,2026-02-22 18:15:21,dashboard_viewed,reports
E000254,C0005,2026-02-08 12:05:15,feature_used,team_management
E000255,C0005,2026-02-22 06:16:30,feature_used,analytics
E000256,C0005,2026-02-25 22:53:31,feature_used,reports
E000257,C0005,2026-02-16 01:18:30,feature_used,reports
E000258,C0005,2026-02-27 21:57:37,report_created,dashboard
E000259,C0005,2026-02-19 14:27:27,dashboard_viewed,dashboard
E000260,C0005,2026-02-07 22:24:35,feature_used,integrations
E000261,C0005,2026-02-05 23:27:57,feature_used,dashboard
E000262,C0005,2026-02-14 00:23:43,feature_used,integrations
E000263,C0005,2026-02-12 08:39:42,login,dashboard
E000264,C0005,2026-02-24 04:54:34,login,analytics
E000265,C0005,2026-02-15 05:41:28,login,integrations
E000266,C0005,2026-02-26 13:54:48,login,reports
E000267,C0005,2026-02-24 21:10:29,integration_failed,dashboard
E000268,C0005,2026-02-07 23:15:40,feature_used,dashboard
E000269,C0005,2026-02-26 03:03:36,login,team_management
E000270,C0005,2026-02-18 21:49:52,feature_used,team_management
E000271,C0005,2026-02-26 20:27:19,feature_used,team_management
E000272,C0005,2026-02-16 12:50:24,dashboard_viewed,analytics
E000273,C0005,2026-02-08 05:22:01,team_member_invited,analytics
E000274,C0005,2026-02-20 10:45:53,feature_used,team_management
E000275,C0005,2026-02-21 04:41:03,feature_used,integrations
E000276,C0005,2026-02-07 04:01:47,team_member_invited,analytics
E000277,C0005,2026-03-20 21:15:05,feature_used,team_management
E000278,C0005,2026-03-17 10:57:40,feature_used,team_management
E000279,C0005,2026-03-14 11:09:55,report_created,reports
E000280,C0005,2026-03-02 04:53:55,report_created,integrations
E000281,C0005,2026-03-28 05:39:50,report_created,analytics
E000282,C0005,2026-03-05 03:12:33,login,analytics
E000283,C0005,2026-03-27 07:16:57,report_created,dashboard
E000284,C0005,2026-03-28 16:22:58,feature_used,team_management
E000285,C0005,2026-03-25 09:36:59,dashboard_viewed,dashboard
E000286,C0005,2026-03-26 19:39:40,login,dashboard
E000287,C0005,2026-03-14 08:21:16,team_member_invited,reports
E000288,C0005,2026-03-29 03:13:40,feature_used,analytics
E000289,C0005,2026-03-30 11:02:13,feature_used,analytics
E000290,C0005,2026-03-03 04:24:35,feature_used,dashboard
E000291,C0005,2026-03-17 12:04:41,feature_used,team_management
E000292,C0005,2026-03-02 04:01:42,dashboard_viewed,integrations
E000293,C0005,2026-03-19 13:04:30,login,dashboard
E000294,C0005,2026-03-05 19:43:55,feature_used,integrations
E000295,C0005,2026-03-07 23:48:43,login,dashboard
E000296,C0005,2026-03-08 11:41:16,feature_used,team_management
E000297,C0005,2026-03-09 05:07:18,login,integrations
E000298,C0005,2026-03-09 19:24:49,login,dashboard
E000299,C0005,2026-03-15 11:13:24,feature_used,integrations
E000300,C0005,2026-03-07 21:58:42,feature_used,integrations
E000301,C0005,2026-03-13 12:30:54,feature_used,dashboard
E000302,C0005,2026-03-03 12:26:32,login,analytics
E000303,C0005,2026-03-29 10:46:24,login,analytics
E000304,C0005,2026-03-25 11:41:36,feature_used,dashboard
E000305,C0005,2026-03-14 01:44:33,login,team_management
E000306,C0005,2026-03-27 20:25:57,feature_used,team_management
E000307,C0005,2026-03-02 09:40:42,feature_used,reports
E000308,C0005,2026-03-01 21:41:49,login,analytics
E000309,C0005,2026-03-05 22:16:01,login,analytics
E000310,C0005,2026-03-07 02:18:04,feature_used,team_management
E000311,C0005,2026-03-22 15:36:25,login,analytics
E000312,C0005,2026-03-10 21:02:40,team_member_invited,reports
E000313,C0005,2026-03-19 02:55:55,feature_used,reports
E000314,C0005,2026-03-12 21:38:01,feature_used,team_management
E000315,C0005,2026-03-27 22:47:57,feature_used,dashboard
E000316,C0005,2026-03-23 13:21:31,dashboard_viewed,analytics
E000317,C0005,2026-03-15 01:00:00,integration_connected,reports
E000318,C0005,2026-03-01 00:37:57,login,team_management
E000319,C0005,2026-03-14 06:25:15,report_created,team_management
E000320,C0005,2026-03-18 01:25:53,dashboard_viewed,reports
E000321,C0005,2026-03-29 09:45:35,dashboard_viewed,integrations
E000322,C0005,2026-03-03 04:59:36,login,analytics
E000323,C0005,2026-03-28 08:02:15,login,dashboard
E000324,C0005,2026-03-20 04:33:48,integration_connected,reports
E000325,C0005,2026-03-28 00:20:42,dashboard_viewed,team_management
E000326,C0005,2026-03-11 05:39:29,report_created,integrations
E000327,C0005,2026-03-17 15:11:56,report_created,team_management
E000328,C0005,2026-03-14 06:05:00,login,integrations
E000329,C0005,2026-03-17 14:01:39,login,analytics
E000330,C0005,2026-03-16 22:40:49,login,reports
E000331,C0005,2026-03-01 02:23:07,report_created,dashboard
E000332,C0005,2026-03-01 11:09:35,integration_connected,team_management
E000333,C0005,2026-03-27 23:32:34,dashboard_viewed,team_management
E000334,C0005,2026-03-20 01:38:05,feature_used,dashboard
E000335,C0005,2026-03-27 03:34:19,login,team_management
E000336,C0005,2026-03-06 23:47:22,feature_used,team_management
E000337,C0005,2026-03-30 04:34:40,feature_used,reports
E000338,C0005,2026-03-01 09:49:23,login,integrations
E000339,C0005,2026-03-10 08:51:02,feature_used,reports
E000340,C0005,2026-03-01 23:02:50,team_member_invited,integrations
E000341,C0005,2026-03-10 07:07:38,login,analytics
E000342,C0005,2026-03-31 08:27:12,feature_used,reports
E000343,C0005,2026-03-12 08:55:49,dashboard_viewed,integrations
E000344,C0005,2026-04-02 18:52:13,login,analytics
E000345,C0005,2026-04-11 03:36:11,login,team_management
E000346,C0005,2026-04-06 09:15:43,dashboard_viewed,analytics
E000347,C0005,2026-04-25 06:55:17,feature_used,analytics
E000348,C0005,2026-04-10 09:45:31,integration_connected,analytics
E000349,C0005,2026-04-28 10:26:09,login,analytics
E000350,C0005,2026-04-07 05:25:04,integration_failed,reports
E000351,C0005,2026-04-13 14:29:03,dashboard_viewed,reports
E000352,C0005,2026-04-26 09:25:56,integration_connected,integrations
E000353,C0005,2026-04-10 07:31:23,dashboard_viewed,dashboard
E000354,C0005,2026-04-26 20:55:18,report_created,analytics
E000355,C0005,2026-04-23 00:51:44,login,team_management
E000356,C0005,2026-04-03 12:25:28,dashboard_viewed,integrations
E000357,C0005,2026-04-21 23:57:18,dashboard_viewed,team_management
E000358,C0005,2026-04-14 07:16:28,login,analytics
E000359,C0005,2026-04-23 15:36:46,feature_used,analytics
E000360,C0005,2026-04-03 02:38:24,dashboard_viewed,reports
E000361,C0005,2026-04-03 06:43:04,login,team_management
E000362,C0005,2026-04-26 20:18:10,feature_used,dashboard
E000363,C0005,2026-04-20 00:32:55,login,dashboard
E000364,C0005,2026-04-28 18:13:05,dashboard_viewed,reports
E000365,C0005,2026-04-21 13:47:10,dashboard_viewed,reports
E000366,C0005,2026-04-10 13:22:41,login,integrations
E000367,C0005,2026-04-04 01:13:07,report_created,dashboard
E000368,C0005,2026-04-02 08:28:26,feature_used,dashboard
E000369,C0005,2026-04-29 18:20:54,team_member_invited,integrations
E000370,C0005,2026-04-13 03:44:53,login,team_management
E000371,C0005,2026-04-12 13:42:30,dashboard_viewed,dashboard
E000372,C0005,2026-04-17 04:39:31,feature_used,reports
E000373,C0005,2026-04-04 12:56:50,team_member_invited,analytics
E000374,C0005,2026-04-22 06:55:25,team_member_invited,team_management
E000375,C0005,2026-04-29 02:30:27,login,dashboard
E000376,C0005,2026-04-02 14:50:53,feature_used,dashboard
E000377,C0005,2026-04-07 04:35:23,login,team_management
E000378,C0005,2026-04-03 15:50:01,feature_used,team_management
E000379,C0005,2026-04-04 04:39:04,login,dashboard
E000380,C0005,2026-04-28 03:34:58,login,team_management
E000381,C0005,2026-04-20 11:59:40,login,team_management
E000382,C0005,2026-04-12 07:35:42,dashboard_viewed,analytics
E000383,C0005,2026-04-01 12:21:27,feature_used,team_management
E000384,C0005,2026-04-21 18:46:45,dashboard_viewed,analytics
E000385,C0005,2026-04-05 21:59:50,feature_used,dashboard
E000386,C0005,2026-04-23 01:02:15,feature_used,analytics
E000387,C0005,2026-04-10 08:15:25,login,dashboard
E000388,C0005,2026-04-29 21:25:45,integration_connected,analytics
E000389,C0005,2026-04-10 09:34:38,dashboard_viewed,reports
E000390,C0005,2026-04-25 16:54:32,login,team_management
E000391,C0005,2026-04-24 08:52:15,integration_connected,team_management
E000392,C0005,2026-04-10 00:36:59,login,dashboard
E000393,C0005,2026-04-03 22:28:38,login,analytics
E000394,C0005,2026-04-22 03:47:59,feature_used,integrations
E000395,C0005,2026-04-16 02:33:38,report_created,analytics
E000396,C0005,2026-04-08 01:39:54,login,integrations
E000397,C0005,2026-04-17 15:30:28,login,dashboard
E000398,C0005,2026-04-26 03:08:29,report_created,reports
E000399,C0005,2026-04-03 18:46:47,login,analytics
E000400,C0005,2026-04-03 15:37:19,feature_used,reports
E000401,C0005,2026-04-10 17:27:00,report_created,reports
E000402,C0005,2026-04-04 07:41:46,feature_used,team_management
E000403,C0005,2026-04-23 16:33:47,report_created,integrations
E000404,C0005,2026-04-29 01:53:50,report_created,integrations
E000405,C0005,2026-04-15 13:05:45,feature_used,reports
E000406,C0005,2026-04-06 02:09:23,feature_used,dashboard
E000407,C0005,2026-04-25 01:48:04,login,dashboard
E000408,C0005,2026-04-11 19:50:35,integration_connected,team_management
E000409,C0005,2026-04-11 08:19:27,login,integrations
E000410,C0005,2026-04-19 05:58:08,login,reports
E000411,C0006,2026-02-04 13:54:10,feature_used,analytics
E000412,C0006,2026-02-06 14:12:18,login,team_management
E000413,C0006,2026-02-10 10:29:47,report_created,integrations
E000414,C0006,2026-02-03 03:09:10,dashboard_viewed,reports
E000415,C0006,2026-02-10 14:28:58,login,reports
E000416,C0006,2026-02-13 17:15:02,integration_connected,integrations
E000417,C0006,2026-03-27 22:02:42,login,reports
E000418,C0006,2026-03-02 01:02:24,login,integrations
E000419,C0006,2026-03-05 21:53:42,login,reports
E000420,C0006,2026-03-19 09:28:37,integration_connected,dashboard
E000421,C0006,2026-03-17 10:14:42,dashboard_viewed,integrations
E000422,C0006,2026-03-23 03:30:56,login,integrations
E000423,C0006,2026-04-09 07:38:55,dashboard_viewed,analytics
E000424,C0006,2026-04-22 01:19:05,dashboard_viewed,dashboard
E000425,C0006,2026-04-06 18:03:17,login,reports
E000426,C0006,2026-04-10 04:56:52,login,team_management
E000427,C0006,2026-04-19 04:02:20,feature_used,team_management
E000428,C0006,2026-04-12 20:55:15,dashboard_viewed,analytics
E000429,C0007,2026-01-30 14:59:29,login,reports
E000430,C0007,2026-01-29 23:51:39,login,integrations
E000431,C0007,2026-01-31 15:33:32,login,analytics
E000432,C0007,2026-01-31 22:30:56,report_created,team_management
E000433,C0007,2026-01-29 15:14:10,integration_connected,team_management
E000434,C0007,2026-01-31 09:35:55,integration_connected,dashboard
E000435,C0007,2026-01-29 12:11:31,feature_used,analytics
E000436,C0007,2026-01-30 03:15:11,feature_used,team_management
E000437,C0007,2026-01-29 13:02:03,feature_used,integrations
E000438,C0007,2026-01-30 14:15:50,integration_connected,team_management
E000439,C0007,2026-01-30 10:29:52,login,team_management
E000440,C0007,2026-01-30 22:27:55,dashboard_viewed,analytics
E000441,C0007,2026-01-30 23:18:44,login,reports
E000442,C0007,2026-01-31 17:09:48,login,reports
E000443,C0007,2026-02-20 05:15:24,login,team_management
E000444,C0007,2026-02-19 07:20:00,report_created,integrations
E000445,C0007,2026-02-13 08:32:53,report_created,reports
E000446,C0007,2026-02-05 01:53:59,login,analytics
E000447,C0007,2026-02-18 01:36:52,login,dashboard
E000448,C0007,2026-02-23 14:03:32,feature_used,integrations
E000449,C0007,2026-02-21 16:26:42,feature_used,team_management
E000450,C0007,2026-02-20 20:27:52,feature_used,team_management
E000451,C0007,2026-02-16 09:21:20,login,dashboard
E000452,C0007,2026-02-09 17:12:33,feature_used,integrations
E000453,C0007,2026-02-04 16:24:59,feature_used,dashboard
E000454,C0007,2026-02-15 07:08:17,dashboard_viewed,analytics
E000455,C0007,2026-02-27 12:53:44,report_created,integrations
E000456,C0007,2026-03-12 01:20:17,login,dashboard
E000457,C0007,2026-03-18 11:42:23,login,reports
E000458,C0007,2026-03-17 04:51:21,login,integrations
E000459,C0007,2026-03-13 03:17:55,feature_used,integrations
E000460,C0007,2026-03-10 06:06:52,integration_connected,reports
E000461,C0007,2026-03-27 08:47:14,dashboard_viewed,dashboard
E000462,C0007,2026-03-15 12:54:45,login,integrations
E000463,C0007,2026-03-20 14:28:26,dashboard_viewed,analytics
E000464,C0007,2026-03-01 13:51:13,feature_used,analytics
E000465,C0007,2026-03-08 05:55:30,dashboard_viewed,reports
E000466,C0007,2026-04-12 00:23:17,integration_connected,reports
E000467,C0007,2026-04-24 00:45:38,login,analytics
E000468,C0007,2026-04-27 19:50:36,team_member_invited,team_management
